incident_count_500m,incident_count_1km,weighted_severity_score,harassment_density,poor_lighting_density,distance_to_police_km,distance_to_hospital_km,hour_of_day,is_night,is_weekend,risk_category
3,7,8.29,2,4,2.45,2.18,0,1,1,2
0,3,4.24,2,1,2.6,0.66,5,1,0,0
0,1,0.52,1,0,0.56,0.97,16,0,0,0
2,4,4.17,0,3,0.29,0.56,20,0,0,0
2,8,10.86,4,5,0.97,1.52,0,1,0,2
5,9,11.14,4,4,4.61,2.43,12,0,0,2
0,1,0.52,0,2,1.52,1.04,23,1,0,0
0,2,1.13,2,3,0.79,4.88,11,0,1,0
3,3,5.62,2,1,0.8,10.14,4,1,0,1
0,1,1.46,0,1,0.35,0.52,21,1,0,0
0,3,3.16,3,0,1.25,0.25,19,0,0,0
2,4,6.32,2,3,2.92,4.1,12,0,0,0
1,5,5.41,3,2,6.33,0.73,7,0,0,0
1,4,3.79,3,1,1.35,1.29,11,0,0,0
2,5,5.99,2,4,0.43,1.45,8,0,0,1
0,6,4.64,2,4,2.17,6.41,16,0,0,0
0,2,1.9,2,0,2.64,2.89,13,0,1,0
1,7,7.17,2,1,0.23,0.3,6,0,0,1
1,2,3.35,0,1,3.52,0.24,3,1,1,0
3,7,12.37,2,4,3.28,0.76,23,1,0,2
1,2,3.47,2,2,1.25,1.16,6,0,0,0
2,6,9.6,4,3,1.58,1.86,16,0,1,2
2,6,7.21,1,3,2.35,4.75,16,0,0,1
1,5,3.82,3,4,2.13,1.15,0,1,1,1
1,2,3.79,0,1,0.13,1.38,1,1,0,0
0,4,2.44,4,3,0.34,1.2,17,0,0,0
1,5,7.44,2,3,0.42,0.22,8,0,0,1
0,1,1.28,0,2,2.64,7.96,4,1,1,0
1,3,4.47,0,1,1.14,0.57,0,1,1,1
3,5,9.79,1,2,1.52,1.05,6,0,0,1
0,2,2.48,0,0,2.77,0.55,1,1,0,0
0,4,4.77,3,3,0.85,1.89,2,1,0,1
2,2,5.96,0,1,2.59,6.93,3,1,0,0
1,3,4.08,3,1,1.15,0.47,2,1,0,1
4,6,6.4,3,6,0.95,1.65,18,0,0,2
2,5,6.74,3,4,0.83,0.26,11,0,1,1
3,5,8.71,1,5,6.13,3.88,14,0,1,2
3,3,5.24,3,1,2.76,2.76,3,1,1,1
0,3,3.98,2,3,0.14,3.21,23,1,1,0
1,6,4.32,4,3,5.78,1.8,0,1,0,1
1,5,7.58,4,0,2.79,6.15,15,0,1,2
2,6,8.13,1,3,0.39,1.52,5,1,0,1
3,6,10.44,1,3,0.24,2.0,16,0,1,2
1,3,4.46,2,1,0.76,3.17,4,1,0,1
3,5,5.86,3,3,1.86,2.04,22,1,0,1
1,3,3.55,2,3,1.83,0.72,12,0,0,0
0,2,1.12,1,1,0.68,1.15,11,0,1,0
1,5,7.24,3,2,1.16,0.44,0,1,1,1
3,6,10.42,2,3,0.53,1.62,11,0,1,2
1,4,5.43,1,4,0.19,2.55,21,1,0,1
1,6,8.15,2,1,1.41,0.52,1,1,1,1
2,5,6.45,1,3,0.87,2.69,17,0,1,1
4,9,13.23,3,3,1.51,5.78,8,0,1,2
1,6,4.99,5,5,5.37,1.23,15,0,0,1
1,3,2.71,2,1,0.38,0.83,19,0,0,0
3,3,5.06,3,2,0.1,5.79,14,0,0,1
2,6,4.41,4,3,0.24,3.14,21,1,0,1
2,5,7.76,2,4,1.22,0.48,9,0,1,2
2,4,5.24,3,1,2.31,1.51,1,1,0,1
2,6,8.26,4,4,1.66,3.0,3,1,0,2
1,1,1.63,2,0,1.33,2.34,17,0,1,0
0,1,0.58,1,2,0.89,2.61,18,0,0,0
2,4,5.12,1,2,0.77,2.29,17,0,0,0
1,3,4.08,0,2,0.95,4.2,13,0,0,0
1,3,3.13,0,2,1.8,1.17,7,0,0,0
2,6,9.89,5,3,0.43,3.28,4,1,0,2
0,5,4.47,2,2,2.76,12.0,4,1,1,1
0,0,0.0,1,1,1.64,1.44,7,0,0,0
1,1,1.91,1,2,0.66,4.11,10,0,0,0
2,4,6.16,2,2,1.35,0.91,23,1,0,1
2,5,6.68,0,4,6.02,1.03,22,1,0,1
0,1,1.37,0,0,0.14,7.03,20,0,0,0
0,2,2.09,1,3,0.5,0.27,6,0,0,0
3,4,8.91,2,2,1.17,0.81,12,0,1,1
3,5,6.69,1,2,1.93,1.85,16,0,0,1
0,1,1.32,1,1,0.53,1.48,18,0,0,0
1,4,6.24,1,3,4.92,2.68,2,1,0,1
2,8,11.79,4,5,1.95,0.74,1,1,0,2
0,4,5.44,0,2,3.88,0.38,5,1,0,0
2,4,5.7,2,2,0.82,1.35,18,0,0,1
1,3,4.49,1,0,3.28,2.06,14,0,1,0
0,0,0.0,1,0,0.96,2.26,3,1,0,0
2,4,6.27,1,2,0.62,2.5,18,0,0,0
4,6,10.14,3,3,4.47,2.19,6,0,1,2
2,2,5.42,2,1,0.27,0.91,19,0,0,0
0,3,3.53,0,2,5.25,3.82,20,0,0,0
1,3,4.89,0,2,1.2,0.43,13,0,0,0
0,2,1.71,2,1,8.94,0.75,6,0,1,0
2,5,7.23,2,4,1.5,3.56,19,0,1,1
3,4,6.7,1,0,2.65,1.02,13,0,0,1
4,11,13.48,4,6,0.11,1.9,21,1,0,2
3,6,11.31,0,1,1.34,1.19,21,1,0,2
3,8,6.78,2,5,2.51,1.97,4,1,0,2
2,3,5.18,1,2,2.85,1.26,14,0,0,0
0,4,5.41,3,2,0.41,13.08,11,0,0,0
2,3,6.62,1,2,1.08,1.31,16,0,1,1
4,6,12.74,3,1,1.08,2.67,23,1,0,2
3,4,7.54,3,1,0.3,5.68,20,0,0,1
4,7,7.71,2,4,1.15,2.74,4,1,1,2
1,4,3.59,2,3,3.06,2.29,18,0,1,1
1,5,3.83,3,2,0.74,2.31,9,0,0,0
1,3,5.0,1,1,1.12,1.92,11,0,1,0
2,4,7.21,1,2,5.94,4.32,1,1,0,1
1,4,4.66,4,3,0.16,0.33,16,0,0,1
1,4,5.23,4,2,1.71,5.61,4,1,0,0
0,3,4.09,1,3,2.55,2.41,14,0,0,0
3,5,5.25,0,3,2.68,4.92,19,0,0,1
2,4,4.36,1,0,2.37,0.23,22,1,0,0
1,5,5.88,2,2,2.43,5.29,12,0,0,1
1,3,3.56,1,2,0.21,0.52,19,0,0,0
2,4,5.6,2,3,1.47,3.39,10,0,0,1
5,7,14.24,5,2,2.85,1.55,17,0,0,2
0,1,0.97,0,2,0.28,3.06,8,0,0,0
0,0,0.0,1,0,0.12,2.67,15,0,0,0
2,4,4.69,0,2,3.13,0.65,23,1,0,1
1,6,4.58,0,1,2.34,2.01,14,0,1,0
2,6,9.0,2,5,1.06,1.01,3,1,1,2
1,4,5.78,0,3,5.18,2.25,23,1,0,1
1,6,4.65,2,2,2.72,3.55,11,0,0,1
2,2,5.32,2,3,6.29,0.41,12,0,0,1
2,2,5.04,0,1,4.87,2.01,8,0,0,0
1,4,2.93,2,3,1.28,2.6,14,0,0,0
0,0,0.0,0,1,2.63,1.08,17,0,0,0
1,2,3.49,0,2,2.09,7.84,19,0,0,0
2,3,6.08,1,3,3.1,2.04,21,1,0,1
1,4,3.43,3,3,2.89,0.7,6,0,0,1
3,6,7.26,2,6,0.4,0.49,20,0,0,2
0,2,1.11,1,1,0.58,2.15,11,0,1,0
5,7,10.88,5,3,0.66,1.38,9,0,0,2
0,2,2.11,2,2,3.17,0.73,6,0,0,0
2,2,4.95,0,2,3.1,0.28,13,0,0,0
2,4,8.49,2,2,1.33,2.29,14,0,0,1
1,5,6.52,2,1,1.67,2.48,3,1,0,1
3,7,8.99,4,5,3.26,0.58,7,0,0,2
2,7,12.18,3,6,0.77,2.5,18,0,0,2
0,1,1.27,0,1,0.19,7.79,18,0,1,0
2,5,7.71,2,2,1.29,9.78,4,1,0,1
0,2,2.73,1,0,4.51,5.68,21,1,0,0
0,1,1.23,1,0,2.91,4.31,2,1,1,0
2,3,5.15,3,2,0.92,0.79,9,0,0,1
1,3,2.75,3,3,0.22,0.63,14,0,0,0
3,4,8.13,2,1,1.92,1.67,1,1,0,1
2,3,6.33,1,2,3.34,2.62,20,0,0,1
3,5,6.66,2,3,2.07,4.95,9,0,0,1
0,1,0.81,1,0,1.1,0.86,21,1,0,0
2,6,7.71,5,3,0.34,1.83,15,0,0,1
0,1,1.2,1,1,4.45,2.81,2,1,0,0
0,1,1.42,0,2,0.68,1.67,6,0,0,0
1,4,3.97,2,2,0.56,1.71,18,0,1,1
1,4,5.89,2,3,3.15,0.84,14,0,1,1
1,2,3.84,1,1,7.25,10.99,11,0,0,0
1,3,3.84,2,1,2.04,1.81,1,1,1,0
1,4,4.55,1,1,1.86,2.1,12,0,0,0
3,5,9.57,0,2,0.79,0.82,19,0,1,2
1,4,3.3,1,0,0.14,2.0,18,0,0,0
4,7,8.69,2,3,0.48,0.94,6,0,1,2
1,4,4.0,0,3,1.68,0.77,23,1,1,1
2,4,5.88,3,3,0.4,1.01,2,1,0,1
1,6,8.61,2,1,3.97,0.21,5,1,0,2
1,4,5.19,3,2,0.48,2.31,0,1,1,0
2,6,10.37,1,3,1.43,1.43,20,0,0,2
3,4,8.08,0,2,1.39,5.92,1,1,0,1
1,1,1.22,1,1,1.77,0.3,0,1,0,0
4,7,9.8,2,4,0.81,0.31,22,1,0,2
1,3,5.0,3,0,3.82,5.63,3,1,0,0
1,3,5.28,0,1,1.16,0.54,4,1,0,0
3,4,9.84,1,1,2.27,0.21,1,1,0,1
1,6,7.76,4,2,1.92,0.69,15,0,1,1
1,4,6.19,1,4,0.32,4.54,7,0,0,1
2,3,5.46,0,1,1.85,4.26,14,0,0,1
1,7,6.21,2,4,1.54,1.24,10,0,0,1
3,5,7.44,2,3,4.22,2.96,9,0,1,2
2,2,4.51,0,0,3.93,1.97,2,1,0,0
1,6,5.25,2,2,0.39,6.08,22,1,1,1
4,4,10.62,3,3,0.25,0.35,10,0,0,2
2,4,6.81,3,3,0.73,4.39,16,0,0,1
1,4,7.11,0,2,7.86,0.67,9,0,0,1
3,5,10.02,1,2,0.14,1.44,16,0,0,1
1,3,3.45,1,2,2.11,0.73,13,0,1,0
4,11,14.03,5,4,1.79,3.23,22,1,0,2
0,2,1.44,1,0,1.97,3.04,0,1,0,0
1,6,9.4,4,2,0.54,2.18,8,0,1,2
0,3,4.04,2,1,0.56,3.19,23,1,0,0
1,4,3.59,0,1,1.11,2.75,23,1,0,0
0,2,2.9,1,1,0.28,3.95,14,0,1,0
0,2,2.44,0,2,0.24,0.88,3,1,0,0
3,5,6.18,1,3,0.27,1.6,19,0,1,1
1,6,7.37,1,1,1.63,0.61,20,0,1,1
1,3,5.21,0,2,1.01,1.6,2,1,0,0
1,6,6.15,3,4,0.73,3.22,19,0,0,1
2,7,11.44,3,1,0.78,3.14,20,0,0,2
0,2,1.17,0,0,0.52,3.29,6,0,0,0
2,5,8.33,5,2,1.05,1.12,20,0,1,2
1,5,4.56,2,2,0.51,2.91,21,1,0,1
2,5,8.8,1,5,2.26,1.35,2,1,0,1
0,2,2.5,0,2,0.34,7.43,21,1,0,0
0,6,3.95,3,2,5.43,1.25,21,1,0,1
1,2,3.73,3,2,0.27,2.51,14,0,0,0
1,4,3.78,2,2,5.27,3.67,9,0,1,1
4,7,12.03,5,2,3.32,6.12,15,0,0,2
2,5,4.17,2,2,2.15,1.64,16,0,1,1
0,2,2.68,1,2,4.48,1.32,22,1,0,0
2,7,11.66,3,1,0.37,1.61,18,0,0,2
1,3,5.35,2,1,0.45,1.18,0,1,0,0
3,4,9.56,1,1,0.62,2.85,0,1,1,2
1,3,4.65,2,1,0.61,6.95,20,0,0,0
0,1,0.98,0,1,0.77,0.54,13,0,1,0
1,1,2.98,1,2,1.64,2.26,1,1,1,0
0,3,3.51,1,2,0.15,5.9,1,1,1,0
1,4,5.87,2,3,0.97,0.46,19,0,0,1
0,4,3.41,1,4,0.61,1.9,9,0,0,0
2,3,5.41,1,0,1.78,5.21,14,0,0,1
2,5,7.61,2,2,7.68,5.97,14,0,0,1
2,5,8.69,3,2,1.41,2.01,6,0,1,1
0,0,0.0,1,0,1.1,0.26,7,0,1,0
1,2,3.16,2,1,0.93,0.48,10,0,1,0
2,6,7.53,2,2,2.87,2.41,15,0,0,2
1,2,3.76,3,0,0.23,0.53,22,1,0,1
5,7,13.5,4,4,5.88,0.6,6,0,0,2
2,5,3.91,1,4,1.07,3.9,19,0,0,1
1,2,1.91,0,1,0.78,3.67,8,0,1,0
3,6,6.18,2,1,6.67,4.83,18,0,1,1
3,5,8.81,2,3,5.04,0.48,23,1,0,2
1,6,8.6,4,2,1.95,0.75,0,1,0,2
3,4,6.96,3,1,0.13,4.67,17,0,0,1
0,1,0.8,1,1,2.58,3.39,7,0,0,0
1,6,9.25,2,4,0.84,4.3,7,0,0,2
0,0,0.0,0,1,0.98,11.65,21,1,0,0
0,2,1.57,1,2,0.41,5.2,7,0,0,0
3,5,7.85,1,2,1.43,2.04,13,0,1,1
2,5,5.96,3,2,2.56,1.13,23,1,0,1
0,1,1.47,0,0,0.67,2.31,1,1,1,0
0,4,4.07,2,4,5.13,2.74,2,1,0,1
0,4,5.58,2,3,0.49,1.22,6,0,1,0
2,4,4.73,3,0,0.22,3.88,2,1,1,1
0,2,2.72,0,2,1.96,0.44,14,0,0,0
0,2,1.11,2,1,3.51,3.98,10,0,0,0
2,4,8.35,5,4,5.61,0.28,1,1,0,2
2,7,10.37,4,5,2.72,1.92,21,1,0,2
0,4,3.45,2,1,0.5,5.14,17,0,0,0
3,3,3.27,2,2,6.94,0.43,13,0,0,0
0,3,3.76,1,2,4.63,2.02,17,0,1,0
3,6,9.26,3,2,0.42,0.63,1,1,0,2
3,5,9.51,3,3,1.57,5.83,3,1,0,2
1,3,4.87,2,2,1.56,4.66,13,0,0,0
2,5,7.94,3,1,1.15,6.99,6,0,1,1
1,7,10.32,3,4,7.58,5.4,14,0,0,2
3,4,8.09,1,3,0.21,3.53,5,1,0,1
0,0,0.0,0,0,1.88,0.71,4,1,1,0
0,1,0.55,0,1,0.51,1.1,19,0,0,0
2,3,3.59,1,2,1.45,1.92,17,0,0,0
4,4,9.71,0,1,2.82,2.42,10,0,0,1
3,4,7.0,1,3,0.61,4.01,7,0,0,2
2,6,6.04,4,1,1.0,0.84,11,0,0,1
3,4,5.46,2,1,5.52,0.54,17,0,1,1
0,6,6.12,0,2,2.68,1.85,14,0,0,1
0,1,1.04,1,1,1.63,0.63,7,0,0,0
2,4,6.86,1,3,0.55,3.16,3,1,0,1
3,6,10.92,2,3,1.1,2.34,20,0,0,2
2,2,5.23,1,1,2.78,3.58,14,0,0,0
3,9,8.46,6,6,3.19,0.36,10,0,1,2
1,5,5.6,0,1,0.6,8.56,0,1,1,1
1,2,2.21,1,1,2.05,0.2,1,1,0,0
1,3,4.01,2,0,0.28,1.18,7,0,0,0
1,8,9.89,6,1,0.14,3.05,15,0,0,2
2,4,5.11,1,2,1.53,0.32,0,1,1,1
3,5,10.76,2,2,0.56,0.42,2,1,0,2
2,7,12.89,1,3,0.25,0.4,17,0,0,2
0,4,3.89,2,3,2.46,2.38,15,0,1,0
1,2,4.33,0,0,1.34,5.86,20,0,0,0
1,5,6.19,3,4,2.96,2.23,19,0,0,1
2,4,7.48,0,3,2.06,2.51,19,0,0,1
0,5,4.16,2,2,2.46,1.26,12,0,0,0
3,5,6.98,2,3,0.76,0.25,19,0,1,1
3,4,9.23,4,2,0.65,0.25,3,1,0,2
1,1,1.78,1,0,1.75,5.68,3,1,0,0
1,3,3.06,1,3,0.5,0.47,21,1,0,0
1,2,2.45,0,1,3.14,21.36,1,1,1,0
1,2,3.22,0,2,1.43,0.65,12,0,1,0
2,3,7.03,2,3,0.56,3.01,12,0,0,1
0,3,2.38,2,0,1.87,7.64,19,0,0,0
2,8,14.5,4,3,5.32,1.32,6,0,0,2
3,5,4.61,0,1,0.25,3.51,6,0,0,0
2,2,3.46,2,2,0.31,1.28,16,0,0,0
0,1,0.6,1,2,3.44,1.11,9,0,0,0
2,4,6.55,4,2,0.31,0.76,11,0,1,1
2,7,4.94,3,2,0.17,4.5,22,1,0,1
0,4,4.24,1,1,0.87,0.94,21,1,0,0
1,2,2.84,1,2,1.23,1.03,15,0,1,0
0,2,1.39,0,3,1.62,17.39,1,1,0,0
0,4,3.47,2,1,1.37,1.19,21,1,0,0
5,8,8.72,4,1,4.5,1.57,20,0,0,2
2,4,5.57,1,2,2.74,11.73,8,0,0,1
2,4,5.66,1,0,7.52,1.35,11,0,1,1
2,4,5.47,0,3,1.26,1.34,16,0,0,0
1,1,2.32,2,1,0.26,4.6,15,0,0,0
0,5,7.28,1,3,5.7,1.13,4,1,1,1
0,3,2.68,1,2,0.11,0.87,18,0,0,0
2,5,6.8,1,2,2.79,1.58,16,0,0,1
2,4,5.04,1,1,0.16,3.22,21,1,0,0
3,8,13.79,4,5,2.68,0.31,2,1,1,2
2,4,8.11,3,3,5.1,1.37,16,0,0,2
0,2,3.0,0,1,0.99,1.26,14,0,0,0
0,2,2.55,1,1,0.6,0.9,18,0,0,0
2,2,4.8,1,0,0.56,2.86,14,0,1,0
2,5,8.36,5,1,1.32,1.06,17,0,1,2
1,5,5.62,1,3,0.44,2.53,11,0,0,1
3,4,9.19,0,2,2.11,1.95,11,0,1,1
0,4,4.83,2,2,0.93,0.81,23,1,1,0
1,4,4.99,1,3,0.8,0.98,2,1,0,1
2,4,4.27,0,2,1.21,0.67,10,0,0,0
1,6,7.59,3,3,1.51,0.35,22,1,0,1
2,5,7.28,3,1,0.38,2.61,9,0,0,2
1,3,4.61,1,3,2.31,2.99,21,1,1,1
0,4,2.73,2,2,3.96,0.65,14,0,0,0
1,3,3.69,1,1,0.69,2.59,22,1,0,0
1,3,3.66,2,2,0.46,10.26,10,0,0,0
2,5,7.02,2,2,2.67,0.39,22,1,1,1
4,9,12.28,4,6,0.47,1.89,0,1,0,2
1,3,5.38,1,3,0.18,3.5,19,0,0,0
2,4,8.0,1,3,1.84,0.32,3,1,1,1
1,3,4.42,1,2,0.59,3.97,20,0,1,0
3,7,8.23,3,1,0.44,9.92,20,0,1,2
1,5,7.03,3,3,7.29,0.43,7,0,0,1
0,1,1.21,0,1,0.72,4.52,19,0,0,0
1,2,2.79,0,1,4.31,1.39,12,0,0,0
3,4,7.74,1,3,0.45,0.59,16,0,0,1
2,2,5.11,0,2,3.18,1.9,14,0,0,0
2,7,8.77,4,2,1.35,0.39,20,0,0,2
1,1,2.94,1,0,0.25,2.05,0,1,1,0
0,3,4.21,2,2,2.48,0.25,2,1,0,0
4,8,12.8,3,5,4.11,3.46,23,1,0,2
2,5,6.36,4,4,0.42,1.87,20,0,0,1
2,3,6.99,3,2,2.43,1.74,22,1,0,1
0,3,3.61,2,3,1.16,0.75,16,0,1,1
1,3,4.78,2,2,2.62,1.32,21,1,0,1
1,3,4.22,1,0,2.35,0.7,23,1,0,0
2,3,6.25,3,3,0.15,3.52,21,1,0,1
0,2,1.93,2,1,0.45,0.75,3,1,0,0
3,6,9.69,6,2,1.25,2.6,7,0,1,2
3,6,6.5,3,3,4.98,1.02,14,0,1,2
0,3,1.81,2,1,0.85,2.87,7,0,0,0
3,4,9.42,2,2,1.88,2.14,13,0,0,1
0,5,4.07,1,2,0.12,1.58,5,1,0,0
2,5,4.17,2,2,2.34,2.99,23,1,0,1
2,4,6.7,3,0,1.76,1.54,21,1,0,1
1,3,3.26,0,2,2.36,4.51,14,0,0,0
4,9,15.31,4,6,4.33,3.47,19,0,1,2
2,5,5.51,2,4,0.39,2.14,21,1,0,1
2,6,4.41,2,4,0.65,5.44,8,0,0,1
2,5,7.29,4,2,9.94,4.61,23,1,1,2
1,6,6.51,4,4,0.41,2.1,22,1,1,2
0,2,1.19,1,1,2.4,0.38,4,1,0,0
0,7,7.67,2,1,2.42,2.29,12,0,1,1
2,6,8.89,2,4,2.17,1.3,6,0,1,2
2,3,3.87,1,2,0.56,2.14,16,0,0,0
4,5,12.13,2,4,0.54,2.8,7,0,1,2
3,5,7.26,1,3,2.08,2.79,4,1,0,1
2,4,5.48,2,1,0.47,3.0,22,1,0,1
0,3,1.69,1,3,2.05,3.04,6,0,0,0
2,5,7.1,3,3,1.32,0.49,7,0,1,1
1,3,3.88,1,3,0.98,0.73,6,0,0,0
1,4,5.48,2,3,0.74,2.69,21,1,0,0
4,7,14.11,1,3,5.41,1.51,11,0,0,2
2,4,8.01,4,1,1.38,3.8,5,1,0,1
1,5,5.27,2,2,1.58,0.53,20,0,0,0
2,4,7.2,0,1,5.47,0.73,20,0,0,1
2,8,8.99,3,3,2.01,2.24,3,1,0,2
1,9,8.46,5,4,5.8,1.94,22,1,1,2
1,3,5.76,2,3,0.3,0.97,2,1,0,0
3,8,12.64,4,6,3.47,1.51,4,1,1,2
4,6,14.2,1,4,0.84,0.29,18,0,0,2
1,6,7.05,3,1,3.09,0.29,7,0,0,1
1,4,4.51,3,2,3.58,0.45,4,1,0,1
0,2,1.78,1,2,0.67,2.35,12,0,0,0
1,4,4.47,3,1,1.05,5.18,9,0,1,1
2,3,6.68,1,3,2.43,0.95,5,1,0,1
2,5,9.8,1,4,0.29,0.29,0,1,0,1
0,0,0.0,1,0,2.64,3.28,10,0,0,0
0,1,0.8,1,1,0.31,5.03,19,0,0,0
1,3,4.84,0,1,4.53,0.57,8,0,0,0
5,7,16.41,2,4,0.68,1.42,15,0,0,2
3,3,7.66,2,0,1.64,0.63,14,0,0,1
1,1,2.26,0,0,0.32,0.48,4,1,0,0
2,5,7.61,0,3,0.67,2.81,14,0,0,1
1,4,5.46,1,3,1.03,8.77,0,1,0,1
1,2,3.5,2,2,1.3,3.03,14,0,0,0
2,5,3.82,4,3,0.1,10.67,3,1,0,1
3,8,9.4,3,5,4.05,1.62,15,0,1,2
1,5,5.12,2,4,0.11,5.9,21,1,0,1
2,2,3.54,1,3,2.77,0.77,6,0,0,0
2,3,6.53,1,3,1.24,0.51,22,1,0,1
0,3,1.92,2,3,1.44,3.23,7,0,0,0
2,5,9.58,1,3,0.52,1.36,20,0,0,2
1,3,3.66,1,2,1.78,1.16,21,1,0,0
1,8,6.14,4,2,1.49,2.98,1,1,0,2
1,2,2.7,0,0,0.42,1.21,11,0,0,0
1,5,6.6,2,4,0.59,2.32,1,1,0,1
0,2,2.03,1,2,0.22,1.09,13,0,0,0
5,8,10.78,4,4,0.22,4.03,18,0,0,2
0,1,1.02,0,1,0.12,1.14,19,0,0,0
1,7,10.32,2,1,0.55,2.11,5,1,0,2
0,5,5.05,2,2,2.15,0.26,21,1,0,0
4,6,11.58,5,3,0.78,4.12,18,0,0,2
2,6,6.26,1,3,0.86,2.62,16,0,0,1
0,0,0.0,1,1,0.35,0.73,2,1,0,0
5,8,8.52,4,2,1.64,0.81,19,0,1,2
1,3,4.08,2,2,0.85,0.96,9,0,0,0
2,6,8.67,1,3,2.13,2.35,23,1,0,2
3,5,4.74,1,5,2.53,2.19,12,0,0,1
2,5,8.46,0,4,1.68,1.0,19,0,0,1
1,7,6.31,2,3,0.68,3.16,22,1,0,1
1,3,3.57,3,4,1.38,5.7,17,0,0,0
4,7,15.8,1,4,0.62,0.31,18,0,0,2
1,3,4.52,1,1,4.3,1.55,16,0,0,0
1,6,4.41,0,3,2.72,2.45,7,0,0,1
1,4,4.11,2,1,1.32,2.41,17,0,0,0
0,3,3.2,1,2,6.16,0.25,6,0,1,0
2,6,10.21,1,5,1.52,0.79,22,1,1,2
1,4,5.05,1,3,0.82,0.36,10,0,1,1
1,9,7.84,5,4,0.28,2.3,2,1,0,2
0,4,3.75,0,2,1.51,2.79,1,1,1,0
1,2,2.86,0,0,3.64,0.64,18,0,1,0
0,3,3.6,0,1,3.73,1.21,23,1,1,0
0,0,0.0,1,0,1.77,1.2,10,0,0,0
0,2,1.36,1,1,1.0,4.48,7,0,1,0
0,2,2.9,2,2,1.99,0.74,10,0,0,0
2,3,4.41,2,2,2.68,2.19,1,1,0,1
1,4,6.45,1,1,1.05,4.02,11,0,0,0
2,5,8.24,2,2,1.26,4.62,8,0,1,1
1,4,5.08,1,2,2.15,2.95,5,1,0,1
1,1,2.33,0,0,3.87,1.09,11,0,0,0
4,7,10.88,3,3,2.92,4.53,17,0,1,2
1,6,4.86,3,2,0.14,3.59,4,1,0,1
1,3,2.43,0,2,0.34,3.25,21,1,1,0
3,4,6.45,0,4,3.55,0.37,16,0,1,1
3,5,7.23,3,3,3.33,0.31,15,0,0,2
1,4,4.13,2,3,0.99,3.17,11,0,0,0
1,6,9.64,1,2,1.68,7.44,1,1,0,2
2,3,4.87,0,3,4.35,3.91,15,0,1,1
1,1,1.03,2,0,4.47,4.65,0,1,1,0
1,3,4.18,2,1,2.85,2.17,19,0,0,0
2,6,8.56,6,2,0.52,1.11,1,1,0,2
0,1,0.74,0,1,2.46,3.03,12,0,0,0
3,8,10.29,3,4,0.29,3.31,15,0,1,2
1,3,4.09,1,4,4.14,3.01,0,1,0,1
0,1,1.09,1,1,0.39,7.53,18,0,0,0
5,7,12.14,1,3,2.05,1.34,3,1,1,2
1,6,9.59,1,3,1.8,0.3,19,0,0,1
1,1,2.29,0,1,2.8,6.18,2,1,0,0
0,4,4.8,2,3,1.54,0.64,1,1,1,0
1,4,4.8,2,3,0.21,3.19,11,0,0,1
2,3,4.65,2,2,2.3,5.36,23,1,0,1
0,2,2.85,2,2,0.97,1.13,12,0,0,0
1,5,6.99,3,4,0.79,4.64,17,0,0,1
4,8,15.73,3,2,8.72,1.21,4,1,0,2
1,2,2.57,3,1,1.71,4.15,22,1,1,0
2,5,6.19,2,3,2.33,0.38,11,0,0,1
4,9,14.26,2,6,1.45,2.86,18,0,0,2
1,2,1.67,3,1,2.75,3.03,0,1,0,0
1,4,5.16,0,4,2.61,1.89,8,0,0,0
2,4,5.0,2,1,2.03,3.1,0,1,0,1
0,2,1.1,1,1,11.07,6.62,23,1,0,0
1,2,3.39,1,1,1.21,3.51,17,0,0,0
2,4,4.08,2,4,2.3,8.33,22,1,0,1
0,3,2.34,1,1,2.98,1.69,2,1,0,0
2,7,9.73,3,3,0.95,2.08,5,1,1,2
0,5,6.93,3,2,1.2,0.97,21,1,0,1
1,3,3.0,1,2,6.36,10.8,3,1,0,0
2,5,8.4,2,4,0.16,0.34,23,1,0,2
0,0,0.0,0,0,0.84,1.31,11,0,0,0
3,7,10.41,4,5,1.3,1.08,11,0,0,2
1,3,4.42,2,3,0.1,1.42,4,1,0,0
2,8,9.15,5,2,4.23,6.44,22,1,0,2
0,2,2.49,0,2,0.71,1.35,20,0,0,0
0,4,5.39,0,1,0.64,6.42,12,0,0,0
1,5,4.79,1,2,3.19,1.58,11,0,0,1
0,2,2.63,0,2,0.69,5.02,3,1,0,0
2,6,8.73,3,4,2.03,2.04,5,1,1,2
1,2,3.73,3,1,3.2,1.13,18,0,0,0
3,4,6.81,1,0,2.93,1.69,5,1,0,1
4,7,13.38,5,5,2.84,1.58,5,1,0,2
1,5,6.84,0,3,0.27,0.95,10,0,0,1
1,3,4.54,3,1,0.25,1.05,21,1,1,1
3,5,8.73,1,3,0.76,0.72,13,0,1,1
1,5,6.66,4,1,0.17,1.22,2,1,0,1
1,3,5.06,0,1,1.35,2.65,7,0,0,0
0,1,1.36,2,1,1.0,1.42,3,1,1,0
1,4,6.12,1,2,1.57,3.31,15,0,1,0
2,2,4.76,1,1,0.74,11.05,17,0,0,0
1,2,2.6,1,2,1.3,1.38,6,0,0,0
2,5,7.62,2,2,0.83,1.75,10,0,0,1
3,6,9.82,3,3,0.49,0.65,7,0,1,2
2,4,7.62,4,2,1.99,1.44,19,0,1,1
1,1,1.78,1,1,2.11,3.44,5,1,0,0
2,6,11.35,3,2,3.28,0.81,23,1,0,2
5,6,11.94,1,4,3.84,0.7,15,0,1,2
